Wind speed(m/s),Temperature(C),Humidity,Air Pressure,Wind direction,Precipitation(mm),solar irradiation(kW/m2),Active Power(MW)_Hybrid_88W
0.75,0.22,0.77,0.99,0.22,0.34,0.03,0.7037
0.61,0.22,0.79,0.99,0.25,0.35,0,0.6708
0.48,0.22,0.8,0.99,0.26,0.31,0,0.6543
0.35,0.22,0.79,0.99,0.27,0.31,0,0.6299
0.17,0.21,0.79,0.99,0.26,0.3,0,0.6024
0.12,0.2,0.79,0.99,0.25,0.29,0,0.5977
0.22,0.19,0.81,0.99,0.26,0.28,0,0.6123
0.16,0.19,0.83,0.99,0.24,0.27,0,0.6108
0.25,0.18,0.84,0.99,0.23,0.29,0,0.6243
0.31,0.2,0.84,0.99,0.31,0.31,0,0.6197
0.32,0.23,0.81,0.99,0.25,0.31,0,0.6332
0.34,0.25,0.76,0.99,0.26,0.31,0.08,0.6426
0.35,0.26,0.72,0.99,0.22,0.29,0.19,0.6668
0.55,0.27,0.69,0.99,0.22,0.31,0.36,0.7244
0.55,0.27,0.68,0.99,0.14,0.31,0.51,0.76
0.58,0.28,0.63,0.99,0.15,0.3,0.62,0.7771
0.68,0.28,0.6,0.99,0.23,0.31,0.64,0.7787
0.72,0.28,0.61,0.99,0.15,0.31,0.76,0.8194
0.92,0.28,0.61,0.99,0.13,0.31,0.79,0.8589
0.72,0.27,0.64,0.99,0.19,0.31,0.72,0.8092
0.8,0.27,0.64,0.99,0.19,0.3,0.56,0.7984
0.72,0.26,0.67,0.99,0.17,0.3,0.42,0.7666
0.62,0.25,0.68,0.99,0.15,0.3,0.29,0.7328
0.52,0.24,0.71,0.99,0.19,0.3,0.16,0.6894
0.52,0.23,0.73,0.99,0.11,0.31,0.05,0.6861
0.49,0.23,0.75,0.99,0.15,0.35,0,0.6624
0.45,0.23,0.76,0.99,0.14,0.35,0,0.6583
0.47,0.22,0.76,0.99,0.09,0.34,0,0.6708
0.56,0.23,0.74,0.99,0.16,0.35,0,0.6681
0.46,0.22,0.72,0.99,0.1,0.35,0,0.6592
0.41,0.22,0.73,0.99,0.11,0.34,0,0.6516
0.34,0.21,0.74,0.99,0.08,0.35,0,0.6435
0.26,0.21,0.76,0.99,0.08,0.35,0,0.6322
0.27,0.22,0.78,0.99,0.13,0.35,0,0.6301
0.25,0.24,0.78,0.99,0.21,0.35,0,0.6181
0.17,0.26,0.73,0.99,0.2,0.37,0.09,0.6128
0.18,0.28,0.65,0.99,0.22,0.4,0.24,0.6231
0.28,0.31,0.43,0.99,0.28,0.38,0.41,0.6264
0.51,0.31,0.45,0.99,0.28,0.37,0.57,0.6986
0.66,0.3,0.52,0.99,0.14,0.36,0.7,0.78
0.84,0.28,0.62,0.99,0.15,0.35,0.79,0.8397
0.74,0.28,0.58,0.99,0.22,0.34,0.88,0.8203
0.64,0.29,0.54,0.99,0.07,0.33,0.89,0.8269
0.58,0.28,0.56,0.99,0.07,0.33,0.85,0.8108
0.58,0.27,0.59,0.99,0.06,0.33,0.71,0.7932
0.75,0.26,0.66,0.99,0.14,0.33,0.56,0.7945
0.73,0.25,0.71,0.99,0.13,0.3,0.39,0.7745
0.47,0.24,0.76,0.99,0.08,0.32,0.2,0.7106
0.47,0.23,0.8,0.99,0.14,0.32,0.05,0.6827
0.44,0.23,0.8,0.99,0.16,0.36,0,0.6569
0.42,0.23,0.79,0.99,0.06,0.36,0,0.668
0.35,0.22,0.8,0.99,0.14,0.33,0,0.6507
0.33,0.22,0.81,0.99,0.16,0.31,0,0.648
0.35,0.22,0.81,0.99,0.12,0.32,0,0.6545
0.25,0.21,0.78,0.99,0.06,0.33,0,0.6424
0.17,0.2,0.76,0.99,0.09,0.33,0,0.617
0.27,0.18,0.76,0.99,0.1,0.3,0,0.6342
0.34,0.19,0.76,0.99,0.12,0.28,0,0.649
0.21,0.24,0.71,0.99,0.15,0.29,0,0.6208
0.45,0.26,0.62,0.99,0.15,0.28,0.09,0.6661
0.27,0.28,0.42,0.99,0.25,0.29,0.26,0.6151
0.36,0.3,0.39,0.99,0.24,0.3,0.45,0.6587
0.51,0.29,0.49,0.99,0.19,0.3,0.63,0.7393
0.59,0.29,0.47,0.99,0.23,0.27,0.77,0.7693
0.63,0.29,0.43,0.99,0.22,0.27,0.86,0.7876
0.54,0.29,0.39,0.99,0.27,0.26,0.9,0.7664
0.6,0.28,0.46,0.99,0.31,0.26,0.91,0.7801
0.49,0.28,0.42,0.99,0.22,0.26,0.86,0.7612
0.5,0.27,0.53,0.99,0.23,0.25,0.76,0.7642
0.41,0.26,0.62,0.99,0.2,0.24,0.6,0.7419
0.21,0.25,0.66,0.99,0.18,0.24,0.41,0.6857
0.18,0.24,0.69,0.99,0.16,0.24,0.22,0.6551
0.15,0.23,0.71,0.99,0.15,0.24,0.06,0.6248
0.11,0.22,0.73,0.99,0.13,0.25,0,0.6124
0.12,0.21,0.75,0.99,0.21,0.27,0,0.5994
0.1,0.2,0.77,0.99,0.07,0.27,0,0.6215
0.11,0.21,0.77,0.99,0.05,0.28,0,0.6266
0.08,0.21,0.79,0.99,0.16,0.29,0,0.6053
0.15,0.21,0.81,0.99,0.15,0.29,0,0.6219
0.16,0.21,0.83,0.99,0.09,0.29,0,0.6364
0.28,0.21,0.83,0.99,0.15,0.29,0,0.6458
0.34,0.21,0.82,0.99,0.24,0.29,0,0.6403
0.3,0.23,0.77,0.99,0.24,0.3,0,0.6276
0.29,0.24,0.72,0.99,0.21,0.3,0.11,0.6409
0.24,0.25,0.69,0.99,0.15,0.28,0.29,0.6734
0.34,0.27,0.61,0.99,0.19,0.3,0.49,0.704
0.6,0.29,0.39,0.99,0.18,0.3,0.68,0.7445
0.77,0.28,0.5,0.99,0.25,0.28,0.82,0.8065
0.87,0.27,0.54,0.99,0.24,0.27,0.92,0.847
0.91,0.27,0.51,0.99,0.13,0.28,0.97,0.8752
1,0.26,0.62,0.99,0.21,0.28,0.96,0.8919
1,0.26,0.62,0.99,0.26,0.28,0.9,0.8729
1,0.25,0.63,0.99,0.24,0.27,0.78,0.8576
1,0.24,0.65,0.99,0.2,0.28,0.61,0.8371
0.97,0.23,0.67,0.99,0.23,0.28,0.42,0.797
0.84,0.22,0.69,0.99,0.22,0.26,0.22,0.7499
0.68,0.22,0.7,0.99,0.25,0.27,0.06,0.6914
0.57,0.22,0.7,0.99,0.31,0.32,0,0.6429
0.51,0.21,0.71,0.99,0.26,0.32,0,0.6425
0.63,0.21,0.71,0.99,0.24,0.33,0,0.663
0.58,0.21,0.71,0.99,0.27,0.33,0,0.6493
0.37,0.2,0.71,0.99,0.26,0.33,0,0.6139
0.16,0.19,0.71,0.99,0.26,0.33,0,0.5786
0.11,0.18,0.72,0.99,0.31,0.31,0,0.5659
0.14,0.18,0.73,0.99,0.31,0.31,0,0.5723
0.24,0.18,0.74,0.99,0.27,0.32,0,0.5969
0.29,0.21,0.73,1,0.25,0.34,0,0.6083
0.14,0.24,0.69,1,0.23,0.38,0.1,0.5935
0.28,0.26,0.59,1,0.24,0.38,0.28,0.6301
0.3,0.27,0.46,1,0.31,0.38,0.47,0.6348
0.59,0.27,0.51,1,0.3,0.4,0.65,0.7187
0.69,0.27,0.5,1,0.29,0.35,0.8,0.7699
0.67,0.27,0.52,1,0.32,0.36,0.9,0.7817
0.66,0.27,0.53,1,0.31,0.35,0.95,0.7905
0.68,0.26,0.57,1,0.32,0.35,0.94,0.7963
0.65,0.26,0.58,1,0.3,0.33,0.88,0.7895
0.66,0.25,0.63,1,0.32,0.34,0.76,0.7728
0.65,0.24,0.67,1,0.3,0.32,0.59,0.7559
0.6,0.23,0.69,1,0.31,0.32,0.41,0.7175
0.61,0.23,0.7,1,0.32,0.34,0.22,0.683
0.52,0.22,0.72,1,0.31,0.34,0.06,0.6457
0.51,0.22,0.74,1,0.33,0.37,0,0.6287
0.38,0.22,0.75,1,0.32,0.37,0,0.61
0.27,0.21,0.77,1,0.3,0.35,0,0.6009
0.24,0.21,0.78,1,0.31,0.35,0,0.5945
0.22,0.2,0.79,1,0.31,0.34,0,0.5947
0.18,0.2,0.8,1,0.26,0.34,0,0.596
0.2,0.19,0.82,1,0.28,0.33,0,0.5998
0.09,0.19,0.84,1,0.26,0.34,0,0.5862
0.17,0.19,0.85,1,0.23,0.32,0,0.6098
0.14,0.22,0.83,1,0.24,0.3,0,0.6085
0.13,0.24,0.79,1,0.23,0.31,0.1,0.621
0.2,0.25,0.72,1,0.23,0.33,0.29,0.6505
0.45,0.26,0.69,1,0.3,0.33,0.49,0.7097
0.51,0.26,0.65,1,0.24,0.33,0.68,0.7556
0.59,0.27,0.58,1,0.28,0.3,0.83,0.7806
0.66,0.27,0.58,1,0.24,0.31,0.93,0.8147
0.68,0.26,0.62,1,0.22,0.32,0.98,0.8343
0.61,0.26,0.61,1,0.25,0.31,0.98,0.817
0.57,0.26,0.59,1,0.27,0.3,0.9,0.7941
0.57,0.26,0.59,1,0.32,0.29,0.78,0.7645
0.5,0.25,0.59,1,0.29,0.29,0.62,0.7295
0.39,0.24,0.66,1,0.25,0.31,0.42,0.6926
0.29,0.23,0.7,1,0.26,0.3,0.22,0.6463
0.28,0.22,0.71,1,0.24,0.3,0.06,0.6236
0.22,0.22,0.73,1,0.25,0.33,0,0.5972
0.11,0.21,0.74,1,0.3,0.35,0,0.5688
0.09,0.2,0.77,1,0.15,0.34,0,0.596
0.08,0.19,0.81,1,0.2,0.33,0,0.5919
0.08,0.18,0.84,1,0.15,0.34,0,0.6019
0.11,0.18,0.86,1,0.21,0.39,0,0.5921
0.18,0.18,0.87,1,0.17,0.38,0,0.614
0.11,0.17,0.89,1,0.28,0.38,0,0.584
0.13,0.18,0.89,1,0.19,0.37,0,0.6074
0.1,0.22,0.87,1,0.19,0.39,0,0.6023
0.12,0.25,0.84,1,0.21,0.41,0.1,0.6139
0.18,0.26,0.77,1,0.2,0.41,0.27,0.6456
0.37,0.28,0.71,1,0.27,0.41,0.46,0.691
0.43,0.28,0.68,1,0.24,0.4,0.64,0.7323
0.59,0.29,0.58,1,0.26,0.41,0.79,0.7634
0.65,0.3,0.53,1,0.26,0.4,0.88,0.7838
0.74,0.28,0.57,1,0.28,0.39,0.93,0.8094
0.67,0.28,0.61,1,0.29,0.41,0.93,0.7959
0.59,0.27,0.62,1,0.27,0.37,0.87,0.7851
0.54,0.27,0.6,1,0.27,0.39,0.76,0.7526
0.48,0.26,0.56,1,0.26,0.39,0.61,0.7088
0.37,0.25,0.64,1,0.18,0.39,0.42,0.6852
0.31,0.24,0.7,1,0.24,0.41,0.23,0.6355
0.4,0.23,0.72,1,0.16,0.38,0.07,0.6462
0.37,0.23,0.75,1,0.17,0.45,0,0.6211
0.35,0.22,0.79,1,0.2,0.46,0,0.6174
0.4,0.22,0.82,1,0.15,0.47,0,0.6369
0.37,0.22,0.85,1,0.13,0.42,0,0.6474
0.29,0.21,0.86,1,0.21,0.42,0,0.6228
0.14,0.21,0.87,1,0.2,0.42,0,0.6006
0.12,0.2,0.88,1,0.22,0.42,0,0.5935
0.16,0.19,0.9,1,0.24,0.42,0,0.5992
0.12,0.2,0.9,1,0.17,0.43,0,0.6046
0.12,0.23,0.87,1,0.16,0.44,0,0.6027
0.33,0.25,0.83,1,0.16,0.48,0.1,0.6439
0.35,0.27,0.74,1,0.08,0.51,0.27,0.6736
0.48,0.28,0.68,1,0.1,0.51,0.45,0.7147
0.6,0.28,0.59,1,0.1,0.52,0.63,0.7457
0.61,0.29,0.51,1,0,0.5,0.78,0.7801
0.69,0.29,0.49,1,0.05,0.5,0.88,0.7984
0.73,0.28,0.54,1,0.36,0.5,0.92,0.7704
0.72,0.28,0.58,1,0,0.48,0.92,0.8355
0.7,0.28,0.59,1,0.12,0.48,0.87,0.8052
0.73,0.27,0.65,1,0.04,0.48,0.76,0.8151
0.63,0.26,0.69,1,0.1,0.44,0.61,0.7745
0.63,0.25,0.71,1,0.13,0.42,0.43,0.7449
0.57,0.24,0.73,1,0.08,0.42,0.23,0.7114
0.57,0.23,0.77,1,0.23,0.41,0.07,0.6662
0.52,0.23,0.79,1,0.13,0.46,0,0.6582
0.35,0.22,0.79,1,0.17,0.45,0,0.6248
0.14,0.22,0.79,1,0.17,0.46,0,0.586
0.1,0.2,0.8,1,0.17,0.45,0,0.5793
0.11,0.19,0.82,0.99,0.09,0.44,0,0.5979
0.14,0.18,0.85,0.99,0.16,0.44,0,0.5952
0.13,0.17,0.86,0.99,0.2,0.44,0,0.5862
0.23,0.17,0.87,0.99,0.15,0.43,0,0.6155
0.18,0.2,0.86,0.99,0.21,0.42,0,0.6011
0.12,0.23,0.83,1,0.21,0.41,0,0.5948
0.13,0.25,0.79,1,0.18,0.43,0.1,0.6117
0.27,0.27,0.72,1,0.2,0.45,0.29,0.649
0.39,0.29,0.63,1,0.19,0.48,0.5,0.6881
0.52,0.3,0.47,1,0.22,0.48,0.69,0.7119
0.62,0.29,0.54,1,0.21,0.45,0.85,0.7723
0.6,0.28,0.62,1,0.22,0.47,0.95,0.7947
0.58,0.28,0.61,1,0.22,0.48,1,0.7954
0.67,0.28,0.57,1,0.21,0.5,1,0.8024
0.53,0.28,0.61,1,0.2,0.5,0.94,0.7753
0.48,0.27,0.64,1,0.17,0.49,0.82,0.76
0.43,0.26,0.69,1,0.11,0.49,0.65,0.7379
0.33,0.25,0.71,1,0.14,0.48,0.45,0.6873
0.25,0.24,0.75,1,0.16,0.51,0.24,0.6353
0.18,0.23,0.79,1,0.25,0.47,0.07,0.5919
0.18,0.23,0.82,1,0.19,0.5,0,0.5907
0.21,0.23,0.84,1,0.19,0.5,0,0.5994
0.29,0.23,0.86,1,0.13,0.49,0,0.6261
0.19,0.22,0.88,1,0.17,0.51,0,0.6018
0.11,0.22,0.9,1,0.14,0.48,0,0.6014
0.16,0.22,0.91,0.99,0.17,0.46,0,0.6092
0.2,0.2,0.92,0.99,0.22,0.46,0,0.607
0.28,0.19,0.93,0.99,0.12,0.46,0,0.6359
0.24,0.19,0.92,0.99,0.15,0.46,0,0.6216
0.11,0.23,0.87,1,0.17,0.44,0,0.5994
0.14,0.26,0.82,1,0.24,0.46,0.08,0.599
0.24,0.29,0.74,1,0.21,0.44,0.21,0.6376
0.35,0.3,0.65,1,0.21,0.43,0.36,0.6696
0.46,0.31,0.57,1,0.23,0.42,0.43,0.688
0.54,0.3,0.59,1,0.2,0.41,0.6,0.7385
0.68,0.3,0.6,1,0.11,0.4,0.57,0.774
0.79,0.3,0.55,1,0.21,0.42,0.58,0.7659
0.73,0.3,0.5,1,0.22,0.42,0.56,0.7409
0.7,0.29,0.48,1,0.17,0.43,0.54,0.736
0.61,0.28,0.55,1,0.21,0.42,0.41,0.7031
0.48,0.28,0.52,1,0.25,0.43,0.31,0.6529
0.36,0.27,0.53,1,0.26,0.44,0.23,0.6137
0.32,0.26,0.59,1,0.29,0.41,0.08,0.5895
0.49,0.25,0.61,1,0.26,0.4,0.01,0.6169
0.41,0.25,0.59,1,0.24,0.4,0,0.603
0.32,0.24,0.63,1,0.26,0.39,0,0.591
0.28,0.24,0.66,1,0.24,0.39,0,0.5921
0.34,0.23,0.69,1,0.21,0.37,0,0.6149
0.25,0.23,0.71,1,0.29,0.36,0,0.59
0.15,0.23,0.73,1,0.23,0.36,0,0.5863
0.15,0.22,0.76,0.99,0.19,0.35,0,0.5971
0.21,0.21,0.8,0.99,0.26,0.35,0,0.6
0.23,0.22,0.79,1,0.21,0.34,0,0.6156
0.18,0.25,0.73,1,0.24,0.33,0,0.5996
0.34,0.27,0.69,1,0.25,0.34,0.1,0.6345
0.37,0.29,0.59,1,0.27,0.35,0.28,0.6513
0.43,0.3,0.48,1,0.23,0.36,0.48,0.6818
0.5,0.3,0.46,1,0.25,0.35,0.66,0.7202
0.57,0.3,0.47,1,0.27,0.35,0.81,0.7548
0.68,0.3,0.49,1,0.29,0.35,0.92,0.7923
0.71,0.3,0.54,1,0.28,0.34,0.98,0.8153
0.72,0.3,0.5,1,0.26,0.33,0.96,0.8149
0.75,0.29,0.53,1,0.25,0.33,0.89,0.8155
0.7,0.28,0.58,1,0.24,0.31,0.77,0.7979
0.58,0.27,0.65,1,0.22,0.31,0.61,0.7641
0.52,0.26,0.7,1,0.17,0.3,0.42,0.7388
0.63,0.25,0.74,1,0.27,0.32,0.23,0.7079
0.61,0.24,0.75,1,0.25,0.32,0.06,0.6816
0.58,0.24,0.72,1,0.24,0.34,0,0.6602
0.46,0.24,0.71,1,0.24,0.34,0,0.6383
0.36,0.23,0.72,1,0.25,0.35,0,0.6179
0.26,0.23,0.73,1,0.27,0.35,0,0.5995
0.42,0.23,0.75,0.99,0.24,0.33,0,0.6391
0.37,0.23,0.79,0.99,0.27,0.35,0,0.6267
0.2,0.22,0.82,0.99,0.27,0.35,0,0.6038
0.18,0.21,0.84,0.99,0.23,0.35,0,0.607
0.19,0.21,0.83,0.99,0.27,0.35,0,0.6035
0.21,0.24,0.8,1,0.27,0.33,0,0.6088
0.31,0.26,0.74,1,0.3,0.33,0.1,0.6281
0.39,0.27,0.7,1,0.25,0.36,0.28,0.6696
0.46,0.28,0.68,1,0.23,0.37,0.47,0.7136
0.49,0.28,0.63,1,0.22,0.33,0.65,0.7496
0.56,0.28,0.58,1,0.26,0.35,0.79,0.7673
0.64,0.29,0.58,1,0.25,0.35,0.9,0.799
0.64,0.28,0.57,1,0.27,0.36,0.95,0.8024
0.64,0.28,0.57,1,0.24,0.38,0.95,0.8025
0.7,0.28,0.54,1,0.24,0.38,0.89,0.7981
0.64,0.28,0.55,1,0.24,0.38,0.78,0.7719
0.62,0.27,0.63,1,0.24,0.39,0.62,0.7516
0.65,0.25,0.69,1,0.23,0.4,0.44,0.733
0.64,0.24,0.72,0.99,0.25,0.39,0.24,0.7009
0.62,0.24,0.77,0.99,0.28,0.38,0.07,0.6719
0.55,0.24,0.81,0.99,0.27,0.39,0,0.6553
0.33,0.23,0.83,0.99,0.25,0.4,0,0.6243
0.17,0.23,0.85,0.99,0.27,0.39,0,0.5981
0.19,0.22,0.87,0.99,0.25,0.39,0,0.6057
0.31,0.21,0.88,0.99,0.25,0.39,0,0.6266
0.24,0.21,0.89,0.99,0.23,0.41,0,0.617
0.25,0.2,0.9,0.99,0.26,0.4,0,0.6154
0.28,0.2,0.91,0.99,0.19,0.39,0,0.6366
0.43,0.21,0.91,0.99,0.2,0.39,0,0.6594
0.33,0.23,0.9,0.99,0.19,0.39,0,0.6464
0.39,0.25,0.86,0.99,0.2,0.43,0.11,0.6625
0.19,0.27,0.79,1,0.21,0.44,0.3,0.6493
0.27,0.3,0.68,1,0.26,0.45,0.51,0.675
0.62,0.29,0.63,1,0.28,0.43,0.7,0.7545
0.69,0.29,0.61,1,0.21,0.38,0.85,0.8077
0.65,0.29,0.61,1,0.21,0.38,0.95,0.8204
0.68,0.29,0.6,1,0.21,0.39,1,0.828
0.61,0.28,0.58,1,0.24,0.37,1,0.8116
0.62,0.28,0.56,1,0.21,0.35,0.93,0.8055
0.57,0.28,0.62,1,0.21,0.36,0.81,0.784
0.51,0.27,0.64,1,0.18,0.37,0.64,0.753
0.4,0.26,0.66,0.99,0.1,0.36,0.44,0.7167
0.36,0.25,0.69,0.99,0.13,0.38,0.24,0.6714
0.3,0.24,0.71,0.99,0.14,0.39,0.07,0.6316
0.35,0.24,0.71,0.99,0.18,0.42,0,0.6172
0.25,0.23,0.72,0.99,0.22,0.42,0,0.5942
0.34,0.23,0.74,0.99,0.25,0.43,0,0.6051
0.22,0.23,0.75,0.99,0.2,0.46,0,0.5897
0.15,0.23,0.78,0.99,0.21,0.45,0,0.5829
0.17,0.22,0.81,0.99,0.21,0.46,0,0.5862
0.25,0.2,0.84,0.99,0.17,0.43,0,0.6153
0.23,0.21,0.85,0.99,0.11,0.42,0,0.6253
0.15,0.21,0.86,0.99,0.16,0.43,0,0.6074
0.15,0.24,0.85,0.99,0.08,0.44,0,0.6193
0.24,0.26,0.81,0.99,0.05,0.45,0.11,0.6518
0.29,0.27,0.74,0.99,0.13,0.48,0.31,0.666
0.38,0.28,0.69,0.99,0.09,0.47,0.53,0.7205
0.42,0.29,0.67,1,0.1,0.46,0.73,0.7575
0.48,0.29,0.59,1,0.11,0.44,0.89,0.7831
0.53,0.3,0.54,0.99,0.15,0.44,1,0.7949
0.68,0.29,0.56,0.99,0.15,0.43,1,0.8254
0.74,0.29,0.57,0.99,0.11,0.46,1,0.8384
0.67,0.29,0.56,0.99,0.17,0.46,0.97,0.8114
0.69,0.28,0.63,0.99,0.16,0.47,0.85,0.8015
0.75,0.27,0.65,0.99,0.17,0.49,0.67,0.78
0.61,0.26,0.68,0.99,0.21,0.5,0.47,0.7184
0.61,0.25,0.72,0.99,0.2,0.49,0.25,0.69
0.54,0.24,0.76,0.99,0.17,0.49,0.07,0.6599
0.45,0.24,0.82,0.99,0.12,0.49,0,0.6501
0.38,0.24,0.84,0.99,0.15,0.47,0,0.6408
0.2,0.23,0.86,0.99,0.18,0.45,0,0.6103
0.13,0.23,0.87,0.99,0.19,0.47,0,0.5939
0.2,0.21,0.88,0.99,0.21,0.47,0,0.6031
0.19,0.21,0.89,0.99,0.23,0.45,0,0.6014
0.32,0.21,0.9,0.99,0.25,0.44,0,0.6237
0.47,0.22,0.9,0.99,0.25,0.41,0,0.6564
0.31,0.23,0.9,0.99,0.25,0.41,0,0.6282
0.32,0.24,0.89,0.99,0.24,0.41,0,0.6323
0.42,0.25,0.87,0.99,0.24,0.41,0.09,0.6631
0.45,0.26,0.84,0.99,0.25,0.41,0.25,0.6911
0.49,0.27,0.79,1,0.24,0.42,0.44,0.7217
0.53,0.28,0.73,1,0.24,0.44,0.61,0.7444
0.6,0.28,0.7,1,0.27,0.4,0.75,0.7774
0.66,0.28,0.69,1,0.25,0.43,0.85,0.8003
0.7,0.29,0.63,1,0.23,0.45,0.9,0.8056
0.75,0.29,0.53,1,0.25,0.42,0.9,0.8016
0.78,0.29,0.55,1,0.28,0.41,0.83,0.7911
0.76,0.28,0.55,1,0.25,0.39,0.73,0.7816
0.69,0.27,0.58,1,0.25,0.4,0.58,0.746
0.66,0.26,0.66,0.99,0.22,0.4,0.4,0.7273
0.59,0.25,0.71,0.99,0.25,0.41,0.21,0.6843
0.59,0.24,0.76,0.99,0.28,0.41,0.06,0.6609
0.55,0.24,0.82,1,0.25,0.46,0,0.6491
0.45,0.24,0.84,1,0.24,0.47,0,0.6369
0.37,0.23,0.86,0.99,0.26,0.47,0,0.622
0.39,0.23,0.87,0.99,0.28,0.45,0,0.6276
0.37,0.23,0.88,0.99,0.26,0.45,0,0.6288
0.29,0.23,0.89,0.99,0.2,0.43,0,0.6289
0.2,0.22,0.9,0.99,0.26,0.42,0,0.6072
0.23,0.22,0.9,0.99,0.27,0.41,0,0.6116
0.25,0.21,0.91,0.99,0.26,0.41,0,0.6187
0.29,0.24,0.89,1,0.2,0.4,0,0.6373
0.38,0.25,0.87,1,0.15,0.41,0.01,0.6573
0.31,0.27,0.81,1,0.14,0.42,0.31,0.6901
0.18,0.3,0.72,1,0.09,0.4,0.41,0.6873
0.51,0.31,0.69,1,0.1,0.39,0.63,0.7738
0.62,0.31,0.66,1,0.06,0.38,0.92,0.843
0.67,0.3,0.6,1,0.16,0.41,1,0.8318
0.67,0.3,0.58,1,0.2,0.41,1,0.8232
0.69,0.29,0.63,1,0.19,0.4,1,0.8358
0.66,0.29,0.64,1,0.16,0.41,0.58,0.7654
0.72,0.28,0.67,1,0.2,0.43,0.07,0.6843
0.65,0.27,0.7,1,0.18,0.45,0.05,0.6735
0.63,0.26,0.72,1,0.27,0.47,0.07,0.6563
0.68,0.25,0.75,0.99,0.2,0.45,0.02,0.6754
0.64,0.25,0.8,0.99,0.29,0.44,0.03,0.6657
0.51,0.25,0.81,0.99,0.22,0.44,0,0.6511
0.47,0.25,0.8,0.99,0.19,0.44,0,0.6478
0.42,0.25,0.79,0.99,0.21,0.45,0,0.6334
0.36,0.24,0.75,0.99,0.12,0.43,0,0.6356
0.36,0.24,0.71,0.99,0.09,0.42,0,0.6345
0.48,0.24,0.7,0.99,0.15,0.41,0,0.6422
0.52,0.24,0.69,0.99,0.16,0.42,0,0.6446
0.54,0.24,0.7,0.99,0.22,0.42,0,0.6409
0.56,0.25,0.72,0.99,0.19,0.42,0,0.6532
0.49,0.26,0.73,0.99,0.2,0.38,0,0.6491
0.5,0.26,0.73,0.99,0.2,0.4,0.1,0.6668
0.43,0.27,0.73,0.99,0.25,0.44,0.28,0.6701
0.36,0.28,0.72,1,0.23,0.44,0.5,0.697
0.46,0.29,0.68,1,0.18,0.46,0.69,0.7456
0.67,0.29,0.67,1,0.2,0.46,0.85,0.8028
0.73,0.28,0.66,0.99,0.17,0.44,0.96,0.8374
0.76,0.28,0.59,0.99,0.21,0.43,1,0.8321
0.74,0.28,0.56,0.99,0.18,0.46,0.98,0.8217
0.76,0.28,0.61,0.99,0.2,0.46,0.91,0.8174
0.72,0.27,0.67,0.99,0.16,0.47,0.79,0.8037
0.73,0.26,0.69,0.99,0.21,0.46,0.62,0.7713
0.62,0.25,0.71,0.99,0.21,0.45,0.42,0.7229
0.54,0.24,0.74,0.99,0.11,0.46,0.22,0.6953
0.55,0.24,0.77,0.99,0.14,0.46,0.06,0.6696
0.62,0.24,0.8,0.99,0.16,0.5,0,0.6657
0.48,0.23,0.82,0.99,0.11,0.5,0,0.6544
0.29,0.23,0.83,0.99,0.13,0.5,0,0.6202
0.19,0.22,0.84,0.99,0.2,0.47,0,0.5975
0.3,0.22,0.86,0.99,0.15,0.45,0,0.6293
0.33,0.21,0.87,0.99,0.1,0.44,0,0.6471
0.26,0.21,0.88,0.99,0.05,0.42,0,0.6465
0.39,0.22,0.88,0.99,0.12,0.41,0,0.6606
0.14,0.23,0.88,0.99,0.13,0.41,0,0.6183
0.17,0.24,0.87,0.99,0.16,0.4,0,0.6191
0.2,0.25,0.85,0.99,0.21,0.43,0.08,0.622
0.14,0.26,0.81,0.99,0.23,0.45,0.22,0.6257
0.2,0.29,0.73,0.99,0.23,0.44,0.39,0.6552
0.41,0.3,0.69,0.99,0.22,0.43,0.55,0.7157
0.58,0.3,0.63,0.99,0.2,0.44,0.68,0.7565
0.68,0.29,0.59,0.99,0.24,0.43,0.76,0.7758
0.65,0.29,0.58,0.99,0.21,0.43,0.83,0.7844
0.63,0.29,0.56,0.99,0.21,0.41,0.83,0.7827
0.61,0.28,0.66,0.99,0.24,0.39,0.76,0.7801
0.6,0.28,0.68,0.99,0.25,0.38,0.66,0.7638
0.49,0.27,0.69,0.99,0.21,0.37,0.53,0.7341
0.35,0.26,0.71,0.99,0.24,0.38,0.37,0.68
0.3,0.25,0.73,0.99,0.27,0.37,0.19,0.6409
0.39,0.25,0.77,0.99,0.22,0.38,0.03,0.6398
0.44,0.25,0.82,0.99,0.25,0.41,0,0.6392
0.45,0.24,0.84,0.99,0.25,0.42,0,0.6446
0.42,0.24,0.84,0.99,0.27,0.39,0,0.6409
0.37,0.24,0.84,0.99,0.23,0.39,0,0.6389
0.17,0.24,0.85,0.99,0.22,0.4,0,0.6065
0.11,0.23,0.85,0.99,0.28,0.4,0,0.586
0.07,0.23,0.86,0.99,0.21,0.41,0,0.5903
0.13,0.22,0.86,0.99,0.2,0.4,0,0.6013
0.19,0.22,0.86,0.99,0.21,0.39,0,0.6099
0.15,0.25,0.81,0.99,0.16,0.39,0,0.611
0.15,0.29,0.72,0.99,0.15,0.39,0.08,0.6168
0.46,0.31,0.57,0.99,0.2,0.41,0.24,0.6617
0.53,0.33,0.37,0.99,0.21,0.43,0.41,0.6652
0.68,0.34,0.27,0.99,0.17,0.42,0.57,0.7132
0.75,0.35,0.23,0.99,0.21,0.43,0.71,0.7328
